date,country,country_population,state_province,state_province_population,county,county_population,city,city_population,new_cases,new_deaths,new_recovered,cumulative_cases,cumulative_deaths,cumulative_recovered
2020-06-22,Colombia,48258134,Cundinamarca,2919060,,,,,40,1,0,2030,52,13
2020-06-23,Colombia,48258134,Cundinamarca,2919060,,,,,93,2,0,2123,54,13
2020-06-24,Colombia,48258134,Cundinamarca,2919060,,,,,56,1,0,2179,55,13
2020-06-25,Colombia,48258134,Cundinamarca,2919060,,,,,96,1,0,2275,56,13
2020-06-26,Colombia,48258134,Cundinamarca,2919060,,,,,103,1,0,2378,57,13
2020-06-27,Colombia,48258134,Cundinamarca,2919060,,,,,56,1,0,2434,58,13
2020-06-28,Colombia,48258134,Cundinamarca,2919060,,,,,85,0,0,2519,58,13
2020-06-29,Colombia,48258134,Cundinamarca,2919060,,,,,55,1,0,2574,59,13
2020-06-30,Colombia,48258134,Cundinamarca,2919060,,,,,136,0,0,2710,59,13
2020-07-01,Colombia,48258134,Cundinamarca,2919060,,,,,139,0,0,2849,59,13
2020-07-02,Colombia,48258134,Cundinamarca,2919060,,,,,157,0,0,3006,59,13
2020-07-03,Colombia,48258134,Cundinamarca,2919060,,,,,67,10,0,3073,69,13
2020-07-04,Colombia,48258134,Cundinamarca,2919060,,,,,109,2,0,3182,71,13
2020-07-05,Colombia,48258134,Cundinamarca,2919060,,,,,56,1,0,3238,72,13
2020-07-06,Colombia,48258134,Cundinamarca,2919060,,,,,28,1,0,3266,73,13
2020-07-07,Colombia,48258134,Cundinamarca,2919060,,,,,57,1,0,3323,74,13
2020-07-08,Colombia,48258134,Cundinamarca,2919060,,,,,94,0,0,3417,74,13
2020-02-25,Colombia,48258134,Huila,1100386,,,,,,,,0,0,0
2020-02-26,Colombia,48258134,Huila,1100386,,,,,,,,0,0,0
2020-02-27,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-02-28,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-02-29,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-01,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-02,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-03,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-04,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-05,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-06,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-07,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-08,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-09,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-10,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-11,Colombia,48258134,Huila,1100386,,,,,0,0,0,0,0,0
2020-03-12,Colombia,48258134,Huila,1100386,,,,,3,0,0,3,0,0
2020-03-13,Colombia,48258134,Huila,1100386,,,,,0,0,0,3,0,0
2020-03-14,Colombia,48258134,Huila,1100386,,,,,4,0,0,7,0,0
2020-03-15,Colombia,48258134,Huila,1100386,,,,,0,0,0,7,0,0
2020-03-16,Colombia,48258134,Huila,1100386,,,,,0,0,0,7,0,0
2020-03-17,Colombia,48258134,Huila,1100386,,,,,1,0,0,8,0,0
2020-03-18,Colombia,48258134,Huila,1100386,,,,,0,0,0,8,0,0
2020-03-19,Colombia,48258134,Huila,1100386,,,,,1,0,0,9,0,0
2020-03-20,Colombia,48258134,Huila,1100386,,,,,0,0,0,9,0,0
2020-03-21,Colombia,48258134,Huila,1100386,,,,,1,0,0,10,0,0
2020-03-22,Colombia,48258134,Huila,1100386,,,,,0,0,0,10,0,0
2020-03-23,Colombia,48258134,Huila,1100386,,,,,1,0,0,11,0,0
2020-03-24,Colombia,48258134,Huila,1100386,,,,,3,0,0,14,0,0
2020-03-25,Colombia,48258134,Huila,1100386,,,,,0,1,0,14,1,0
2020-03-26,Colombia,48258134,Huila,1100386,,,,,0,0,0,14,1,0
2020-03-27,Colombia,48258134,Huila,1100386,,,,,0,0,1,14,1,1
2020-03-28,Colombia,48258134,Huila,1100386,,,,,0,0,0,14,1,1
2020-03-29,Colombia,48258134,Huila,1100386,,,,,2,0,0,16,1,1
2020-03-30,Colombia,48258134,Huila,1100386,,,,,5,0,0,21,1,1
2020-03-31,Colombia,48258134,Huila,1100386,,,,,3,0,0,24,1,1
2020-04-01,Colombia,48258134,Huila,1100386,,,,,6,0,3,30,1,4
2020-04-02,Colombia,48258134,Huila,1100386,,,,,0,0,0,30,1,4
2020-04-03,Colombia,48258134,Huila,1100386,,,,,2,0,0,32,1,4
2020-04-04,Colombia,48258134,Huila,1100386,,,,,2,0,0,34,1,4
2020-04-05,Colombia,48258134,Huila,1100386,,,,,0,0,0,34,1,4
2020-04-06,Colombia,48258134,Huila,1100386,,,,,0,1,0,34,2,4
2020-04-07,Colombia,48258134,Huila,1100386,,,,,0,0,1,34,2,5
2020-04-08,Colombia,48258134,Huila,1100386,,,,,4,0,0,38,2,5
2020-04-09,Colombia,48258134,Huila,1100386,,,,,1,1,1,39,3,6
2020-04-10,Colombia,48258134,Huila,1100386,,,,,2,0,0,41,3,6
2020-04-11,Colombia,48258134,Huila,1100386,,,,,11,0,0,52,3,6
2020-04-12,Colombia,48258134,Huila,1100386,,,,,0,0,0,52,3,6
2020-04-13,Colombia,48258134,Huila,1100386,,,,,3,1,0,55,4,6
2020-04-14,Colombia,48258134,Huila,1100386,,,,,0,1,0,55,5,6
2020-04-15,Colombia,48258134,Huila,1100386,,,,,0,0,0,55,5,6
2020-04-16,Colombia,48258134,Huila,1100386,,,,,5,0,0,60,5,6
2020-04-17,Colombia,48258134,Huila,1100386,,,,,2,0,0,62,5,6
2020-04-18,Colombia,48258134,Huila,1100386,,,,,16,0,0,78,5,6
2020-04-19,Colombia,48258134,Huila,1100386,,,,,0,0,0,78,5,6
2020-04-20,Colombia,48258134,Huila,1100386,,,,,1,0,0,79,5,6
2020-04-21,Colombia,48258134,Huila,1100386,,,,,2,0,0,81,5,6
2020-04-22,Colombia,48258134,Huila,1100386,,,,,0,0,0,81,5,6
2020-04-23,Colombia,48258134,Huila,1100386,,,,,0,0,0,81,5,6
2020-04-24,Colombia,48258134,Huila,1100386,,,,,1,0,0,82,5,6
2020-04-25,Colombia,48258134,Huila,1100386,,,,,2,2,0,84,7,6
2020-04-26,Colombia,48258134,Huila,1100386,,,,,3,1,0,87,8,6
2020-04-27,Colombia,48258134,Huila,1100386,,,,,5,0,0,92,8,6
2020-04-28,Colombia,48258134,Huila,1100386,,,,,9,0,0,101,8,6
2020-04-29,Colombia,48258134,Huila,1100386,,,,,3,0,0,104,8,6
2020-04-30,Colombia,48258134,Huila,1100386,,,,,16,1,0,120,9,6
2020-05-01,Colombia,48258134,Huila,1100386,,,,,13,0,0,133,9,6
2020-05-02,Colombia,48258134,Huila,1100386,,,,,0,0,0,133,9,6
2020-05-03,Colombia,48258134,Huila,1100386,,,,,0,0,0,133,9,6
2020-05-04,Colombia,48258134,Huila,1100386,,,,,1,1,0,134,10,6
2020-05-05,Colombia,48258134,Huila,1100386,,,,,3,0,0,137,10,6
2020-05-06,Colombia,48258134,Huila,1100386,,,,,0,0,0,137,10,6
2020-05-07,Colombia,48258134,Huila,1100386,,,,,10,0,0,147,10,6
2020-05-08,Colombia,48258134,Huila,1100386,,,,,0,0,0,147,10,6
2020-05-09,Colombia,48258134,Huila,1100386,,,,,0,0,0,147,10,6
2020-05-10,Colombia,48258134,Huila,1100386,,,,,31,0,0,178,10,6
2020-05-11,Colombia,48258134,Huila,1100386,,,,,1,0,0,179,10,6
2020-05-12,Colombia,48258134,Huila,1100386,,,,,6,1,0,185,11,6
2020-05-13,Colombia,48258134,Huila,1100386,,,,,1,0,0,186,11,6
2020-05-14,Colombia,48258134,Huila,1100386,,,,,0,0,0,186,11,6
2020-05-15,Colombia,48258134,Huila,1100386,,,,,20,0,0,206,11,6
2020-05-16,Colombia,48258134,Huila,1100386,,,,,1,1,0,207,12,6
2020-05-17,Colombia,48258134,Huila,1100386,,,,,2,0,0,209,12,6
2020-05-18,Colombia,48258134,Huila,1100386,,,,,3,0,0,212,12,6
2020-05-19,Colombia,48258134,Huila,1100386,,,,,0,0,0,212,12,6
2020-05-20,Colombia,48258134,Huila,1100386,,,,,7,0,0,219,12,6
2020-05-21,Colombia,48258134,Huila,1100386,,,,,8,0,0,227,12,6
2020-05-22,Colombia,48258134,Huila,1100386,,,,,4,0,0,231,12,6
2020-05-23,Colombia,48258134,Huila,1100386,,,,,2,0,0,233,12,6
2020-05-24,Colombia,48258134,Huila,1100386,,,,,0,0,0,233,12,6
2020-05-25,Colombia,48258134,Huila,1100386,,,,,4,0,0,237,12,6
2020-05-26,Colombia,48258134,Huila,1100386,,,,,4,0,0,241,12,6
2020-05-27,Colombia,48258134,Huila,1100386,,,,,5,0,0,246,12,6
2020-05-28,Colombia,48258134,Huila,1100386,,,,,1,0,0,247,12,6
2020-05-29,Colombia,48258134,Huila,1100386,,,,,0,0,0,247,12,6
2020-05-30,Colombia,48258134,Huila,1100386,,,,,0,0,0,247,12,6
2020-05-31,Colombia,48258134,Huila,1100386,,,,,2,0,0,249,12,6
2020-06-01,Colombia,48258134,Huila,1100386,,,,,2,0,0,251,12,6
2020-06-02,Colombia,48258134,Huila,1100386,,,,,0,0,0,251,12,6
2020-06-03,Colombia,48258134,Huila,1100386,,,,,1,0,0,252,12,6
2020-06-04,Colombia,48258134,Huila,1100386,,,,,0,0,0,252,12,6
2020-06-05,Colombia,48258134,Huila,1100386,,,,,1,0,0,253,12,6
2020-06-06,Colombia,48258134,Huila,1100386,,,,,0,0,0,253,12,6
2020-06-07,Colombia,48258134,Huila,1100386,,,,,2,0,0,255,12,6
2020-06-08,Colombia,48258134,Huila,1100386,,,,,2,0,0,257,12,6
2020-06-09,Colombia,48258134,Huila,1100386,,,,,2,0,0,259,12,6
2020-06-10,Colombia,48258134,Huila,1100386,,,,,0,0,0,259,12,6
2020-06-11,Colombia,48258134,Huila,1100386,,,,,8,0,0,267,12,6
2020-06-12,Colombia,48258134,Huila,1100386,,,,,0,0,0,267,12,6
2020-06-13,Colombia,48258134,Huila,1100386,,,,,3,0,0,270,12,6
2020-06-14,Colombia,48258134,Huila,1100386,,,,,2,0,0,272,12,6
2020-06-15,Colombia,48258134,Huila,1100386,,,,,2,0,0,274,12,6
2020-06-16,Colombia,48258134,Huila,1100386,,,,,4,0,0,278,12,6
2020-06-17,Colombia,48258134,Huila,1100386,,,,,3,0,0,281,12,6
2020-06-18,Colombia,48258134,Huila,1100386,,,,,4,0,0,285,12,6
2020-06-19,Colombia,48258134,Huila,1100386,,,,,2,0,0,287,12,6
2020-06-20,Colombia,48258134,Huila,1100386,,,,,6,0,0,293,12,6
2020-06-21,Colombia,48258134,Huila,1100386,,,,,13,0,0,306,12,6
2020-06-22,Colombia,48258134,Huila,1100386,,,,,3,2,0,309,14,6
2020-06-23,Colombia,48258134,Huila,1100386,,,,,4,0,0,313,14,6
2020-06-24,Colombia,48258134,Huila,1100386,,,,,1,0,0,314,14,6
2020-06-25,Colombia,48258134,Huila,1100386,,,,,3,0,0,317,14,6
2020-06-26,Colombia,48258134,Huila,1100386,,,,,4,0,0,321,14,6
2020-06-27,Colombia,48258134,Huila,1100386,,,,,1,0,0,322,14,6
2020-06-28,Colombia,48258134,Huila,1100386,,,,,3,0,0,325,14,6
2020-06-29,Colombia,48258134,Huila,1100386,,,,,7,0,0,332,14,6
2020-06-30,Colombia,48258134,Huila,1100386,,,,,8,0,0,340,14,6
2020-07-01,Colombia,48258134,Huila,1100386,,,,,0,0,0,340,14,6
2020-07-02,Colombia,48258134,Huila,1100386,,,,,24,0,0,364,14,6
2020-07-03,Colombia,48258134,Huila,1100386,,,,,4,0,0,368,14,6
2020-07-04,Colombia,48258134,Huila,1100386,,,,,6,0,0,374,14,6
2020-07-05,Colombia,48258134,Huila,1100386,,,,,6,0,0,380,14,6
2020-07-06,Colombia,48258134,Huila,1100386,,,,,5,0,0,385,14,6
2020-07-07,Colombia,48258134,Huila,1100386,,,,,4,0,0,389,14,6
2020-07-08,Colombia,48258134,Huila,1100386,,,,,8,0,0,397,14,6
2020-02-25,Colombia,48258134,La Guajira,880560,,,,,,,,0,0,0
2020-02-26,Colombia,48258134,La Guajira,880560,,,,,,,,0,0,0
2020-02-27,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-02-28,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-02-29,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-01,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-02,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-03,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-04,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-05,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-06,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-07,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-08,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-09,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-10,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-11,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-12,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-13,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-14,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-15,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-16,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-17,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-18,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-19,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-20,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-21,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-22,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-23,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-24,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-25,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-26,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-27,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-28,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-29,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-30,Colombia,48258134,La Guajira,880560,,,,,0,0,0,0,0,0
2020-03-31,Colombia,48258134,La Guajira,880560,,,,,1,0,0,1,0,0
2020-04-01,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-02,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-03,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-04,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-05,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-06,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-07,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-08,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-09,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-10,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-11,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-12,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-13,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-14,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-15,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-16,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-17,Colombia,48258134,La Guajira,880560,,,,,0,0,0,1,0,0
2020-04-18,Colombia,48258134,La Guajira,880560,,,,,1,0,0,2,0,0
2020-04-19,Colombia,48258134,La Guajira,880560,,,,,0,0,0,2,0,0
2020-04-20,Colombia,48258134,La Guajira,880560,,,,,0,1,0,2,1,0
2020-04-21,Colombia,48258134,La Guajira,880560,,,,,0,0,0,2,1,0
2020-04-22,Colombia,48258134,La Guajira,880560,,,,,0,0,0,2,1,0
2020-04-23,Colombia,48258134,La Guajira,880560,,,,,0,0,0,2,1,0
2020-04-24,Colombia,48258134,La Guajira,880560,,,,,0,0,0,2,1,0
2020-04-25,Colombia,48258134,La Guajira,880560,,,,,3,0,0,5,1,0
2020-04-26,Colombia,48258134,La Guajira,880560,,,,,0,0,0,5,1,0
2020-04-27,Colombia,48258134,La Guajira,880560,,,,,0,0,0,5,1,0
2020-04-28,Colombia,48258134,La Guajira,880560,,,,,0,0,0,5,1,0
2020-04-29,Colombia,48258134,La Guajira,880560,,,,,4,0,0,9,1,0
2020-04-30,Colombia,48258134,La Guajira,880560,,,,,0,0,0,9,1,0
2020-05-01,Colombia,48258134,La Guajira,880560,,,,,0,0,0,9,1,0
2020-05-02,Colombia,48258134,La Guajira,880560,,,,,0,0,0,9,1,0
2020-05-03,Colombia,48258134,La Guajira,880560,,,,,1,1,0,10,2,0
2020-05-04,Colombia,48258134,La Guajira,880560,,,,,0,0,0,10,2,0
2020-05-05,Colombia,48258134,La Guajira,880560,,,,,4,0,0,14,2,0
2020-05-06,Colombia,48258134,La Guajira,880560,,,,,0,1,0,14,3,0
2020-05-07,Colombia,48258134,La Guajira,880560,,,,,0,0,0,14,3,0
2020-05-08,Colombia,48258134,La Guajira,880560,,,,,1,0,0,15,3,0
2020-05-09,Colombia,48258134,La Guajira,880560,,,,,0,0,0,15,3,0
2020-05-10,Colombia,48258134,La Guajira,880560,,,,,12,0,0,27,3,0
2020-05-11,Colombia,48258134,La Guajira,880560,,,,,0,1,0,27,4,0
2020-05-12,Colombia,48258134,La Guajira,880560,,,,,1,0,0,28,4,0
2020-05-13,Colombia,48258134,La Guajira,880560,,,,,4,0,0,32,4,0
2020-05-14,Colombia,48258134,La Guajira,880560,,,,,0,0,0,32,4,0
2020-05-15,Colombia,48258134,La Guajira,880560,,,,,3,0,0,35,4,0
2020-05-16,Colombia,48258134,La Guajira,880560,,,,,10,0,0,45,4,0
2020-05-17,Colombia,48258134,La Guajira,880560,,,,,2,0,0,47,4,0
2020-05-18,Colombia,48258134,La Guajira,880560,,,,,0,0,0,47,4,0
2020-05-19,Colombia,48258134,La Guajira,880560,,,,,0,0,0,47,4,0
2020-05-20,Colombia,48258134,La Guajira,880560,,,,,0,0,0,47,4,0
2020-05-21,Colombia,48258134,La Guajira,880560,,,,,0,0,0,47,4,0
2020-05-22,Colombia,48258134,La Guajira,880560,,,,,0,0,0,47,4,0
2020-05-23,Colombia,48258134,La Guajira,880560,,,,,1,0,0,48,4,0
2020-05-24,Colombia,48258134,La Guajira,880560,,,,,0,0,0,48,4,0
2020-05-25,Colombia,48258134,La Guajira,880560,,,,,1,0,0,49,4,0
2020-05-26,Colombia,48258134,La Guajira,880560,,,,,5,0,0,54,4,0
2020-05-27,Colombia,48258134,La Guajira,880560,,,,,1,0,0,55,4,0
2020-05-28,Colombia,48258134,La Guajira,880560,,,,,2,0,0,57,4,0
2020-05-29,Colombia,48258134,La Guajira,880560,,,,,0,0,0,57,4,0
2020-05-30,Colombia,48258134,La Guajira,880560,,,,,1,0,0,58,4,0
2020-05-31,Colombia,48258134,La Guajira,880560,,,,,3,0,0,61,4,0
2020-06-01,Colombia,48258134,La Guajira,880560,,,,,2,0,0,63,4,0
2020-06-02,Colombia,48258134,La Guajira,880560,,,,,2,0,0,65,4,0
2020-06-03,Colombia,48258134,La Guajira,880560,,,,,0,0,0,65,4,0
2020-06-04,Colombia,48258134,La Guajira,880560,,,,,3,0,0,68,4,0
2020-06-05,Colombia,48258134,La Guajira,880560,,,,,4,0,0,72,4,0
2020-06-06,Colombia,48258134,La Guajira,880560,,,,,35,0,0,107,4,0
2020-06-07,Colombia,48258134,La Guajira,880560,,,,,1,3,0,108,7,0
2020-06-08,Colombia,48258134,La Guajira,880560,,,,,1,1,0,109,8,0
2020-06-09,Colombia,48258134,La Guajira,880560,,,,,4,0,0,113,8,0
2020-06-10,Colombia,48258134,La Guajira,880560,,,,,0,0,0,113,8,0
2020-06-11,Colombia,48258134,La Guajira,880560,,,,,2,0,0,115,8,0
2020-06-12,Colombia,48258134,La Guajira,880560,,,,,0,0,0,115,8,0
2020-06-13,Colombia,48258134,La Guajira,880560,,,,,6,0,0,121,8,0
2020-06-14,Colombia,48258134,La Guajira,880560,,,,,8,0,0,129,8,0
2020-06-15,Colombia,48258134,La Guajira,880560,,,,,10,0,0,139,8,0
2020-06-16,Colombia,48258134,La Guajira,880560,,,,,9,0,0,148,8,0
2020-06-17,Colombia,48258134,La Guajira,880560,,,,,10,2,0,158,10,0
2020-06-18,Colombia,48258134,La Guajira,880560,,,,,3,0,0,161,10,0
2020-06-19,Colombia,48258134,La Guajira,880560,,,,,9,0,0,170,10,0
2020-06-20,Colombia,48258134,La Guajira,880560,,,,,15,2,0,185,12,0
2020-06-21,Colombia,48258134,La Guajira,880560,,,,,24,2,0,209,14,0
2020-06-22,Colombia,48258134,La Guajira,880560,,,,,9,0,0,218,14,0
2020-06-23,Colombia,48258134,La Guajira,880560,,,,,8,0,0,226,14,0
2020-06-24,Colombia,48258134,La Guajira,880560,,,,,20,0,0,246,14,0
2020-06-25,Colombia,48258134,La Guajira,880560,,,,,10,0,0,256,14,0
2020-06-26,Colombia,48258134,La Guajira,880560,,,,,12,1,0,268,15,0
2020-06-27,Colombia,48258134,La Guajira,880560,,,,,17,4,0,285,19,0
2020-06-28,Colombia,48258134,La Guajira,880560,,,,,74,1,0,359,20,0
2020-06-29,Colombia,48258134,La Guajira,880560,,,,,49,0,0,408,20,0
2020-06-30,Colombia,48258134,La Guajira,880560,,,,,44,0,0,452,20,0
2020-07-01,Colombia,48258134,La Guajira,880560,,,,,27,0,0,479,20,0
2020-07-02,Colombia,48258134,La Guajira,880560,,,,,58,5,0,537,25,0
2020-07-03,Colombia,48258134,La Guajira,880560,,,,,23,0,0,560,25,0
2020-07-04,Colombia,48258134,La Guajira,880560,,,,,39,7,0,599,32,0
2020-07-05,Colombia,48258134,La Guajira,880560,,,,,22,0,0,621,32,0
2020-07-06,Colombia,48258134,La Guajira,880560,,,,,40,4,0,661,36,0
2020-07-07,Colombia,48258134,La Guajira,880560,,,,,67,1,0,728,37,0
2020-07-08,Colombia,48258134,La Guajira,880560,,,,,48,0,0,776,37,0
2020-02-25,Colombia,48258134,Magdalena,1341746,,,,,,,,0,0,0
2020-02-26,Colombia,48258134,Magdalena,1341746,,,,,,,,0,0,0
2020-02-27,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-02-28,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-02-29,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-01,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-02,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-03,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-04,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-05,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-06,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-07,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-08,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-09,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-10,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-11,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-12,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-13,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-14,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-15,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-16,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-17,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-18,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-19,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,0,0,0
2020-03-20,Colombia,48258134,Magdalena,1341746,,,,,2,0,0,2,0,0
2020-03-21,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,2,0,0
2020-03-22,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,2,0,0
2020-03-23,Colombia,48258134,Magdalena,1341746,,,,,1,1,0,3,1,0
2020-03-24,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,3,1,0
2020-03-25,Colombia,48258134,Magdalena,1341746,,,,,1,0,0,4,1,0
2020-03-26,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,4,1,0
2020-03-27,Colombia,48258134,Magdalena,1341746,,,,,3,0,0,7,1,0
2020-03-28,Colombia,48258134,Magdalena,1341746,,,,,0,1,0,7,2,0
2020-03-29,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,7,2,0
2020-03-30,Colombia,48258134,Magdalena,1341746,,,,,1,0,0,8,2,0
2020-03-31,Colombia,48258134,Magdalena,1341746,,,,,2,0,0,10,2,0
2020-04-01,Colombia,48258134,Magdalena,1341746,,,,,2,0,0,12,2,0
2020-04-02,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,12,2,0
2020-04-03,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,12,2,0
2020-04-04,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,12,2,0
2020-04-05,Colombia,48258134,Magdalena,1341746,,,,,0,2,0,12,4,0
2020-04-06,Colombia,48258134,Magdalena,1341746,,,,,0,0,0,12,4,0
2020-04-07,Colombia,48258134,Magdalena,1341746,,,,,0,1,0,12,5,0
2020-04-08,Colombia,48258134,Magdalena,1341746,,,,,14,1,0,26,6,0
2020-04-09,Colombia,48258134,Magdalena,1341746,,,,,4,1,0,30,7,0
2020-04-10,Colombia,48258134,Magdalena,1341746,,,,,12,0,0,42,7,0
2020-04-11,Colombia,48258134,Magdalena,1341746,,,,,15,0,0,57,7,0
2020-04-12,Colombia,48258134,Magdalena,1341746,,,,,4,2,0,61,9,0
2020-04-13,Colombia,48258134,Magdalena,1341746,,,,,5,0,0,66,9,0
2020-04-14,Colombia,48258134,Magdalena,1341746,,,,,0,1,0,66,10,0
2020-04-15,Colombia,48258134,Magdalena,1341746,,,,,4,0,0,70,10,0
2020-04-16,Colombia,48258134,Magdalena,1341746,,,,,16,0,0,86,10,0
2020-04-17,Colombia,48258134,Magdalena,1341746,,,,,2,0,0,88,10,0
